pcf_id,ingram_part,description,vendor_name,vendor_part,customer_price,available_qty,category,subcategory,api_status,mayorista,lista,stock_pcf,stock_raw,nombre_pcf,precio_normal,precio_oferta,ficha_vacia,stock_detail,error,solotodo_id,pcf_price,min_price,mode_price,mean_price
55894,6753201,16-AP0008LA AMD R9-8940HX 24 1T 16I 5060,Hp,C2DA1LA#ABM,1201.0,48,Computadores Servidores y Notebooks,Notebooks,ok,True,0,0,0,"Notebook Gamer Omen16 AMD Ryzen 9 8940HX NVIDIA GeForce RTX 5060 16"" 24GB RAM 1TB SSD Windows 11 Home Black 16-ap0008la",0,0,False,{},,,,,,
55895,6764126,27-CS0272LA INTEL U7 155H 16 512 27 W11H,Hp,BM6X6LA#ABM,1079.0,29,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,True,0,0,0,"All-in-one HP OmniStudio X Intel Core Ultra 7 27"" 60Hz 16GB 512GB SSD Windows 11 Home Silver BM6X6LA",0,0,False,{},,,,,,
56132,6795476,ZOTAC GAMING GEFORCE RTX 5050 SOLO,Zotac,ZT-B50500G-10L,295.86,10,Componentes de Sistema,Tarjetas Gráficas AMD,ok,True,0,0,0,Tarjeta de Video GAMING GEFORCE RTX 5050 8G GDDR6,0,0,False,{},,324899,,328226,,330472
11321,1021817,TONER HP 55A NEGRO 6000 PAG,Hp,CE255A,178.85,51,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner CE255A Negro,0,0,False,{},,260072,,178900,,202490
10720,1004029,TINTA HP 72 130 ML MATE NEGRO,Hp,C9403A,91.29,16,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Tintas- Cartridge C9403A Negro Matte 72,0,0,False,{},,375345,,783090,,783090
46624,1858359,305A MAGENTA LJ TONER CART CE413A,Hp,CE413A,146.13,50,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 305A Magenta,0,0,False,{},,259834,,133863,,165950
46623,1858357,305A CYAN LJ TONER CART CE411A,Hp,CE411A,144.31,52,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 305A Cyan,0,0,False,{},,259833,,133863,,160136
12549,2035427,CARTUCHO TINTA HP 662XL TRICOLOR,Hp,CZ106AL,30.41,125,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP 662 XL Tricolor ,0,0,False,{},,259775,,20000,,36433
14024,2406546,CARTUCHO DE TINTA PGI-150 NEGRO,Canon,6500B001,9.72,155,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original Canon PGI-150 Negro,0,0,False,{},,259646,,9590,,12595
16430,2470837,CARTUCHO DE TINTA HP 933 XL CIAN 825 PÃ,Hp,CN054AL,20.16,5,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP 933 XL Cyan ,0,0,False,{},,260096,,21953,26990,25202
32839,2510716,1m USB 2.0 A to Right Angle B Cable M/M,Startech.Com,USBAB1MR,5.84,3,Cables,Cables y Adaptadores USB,ok,False,0,0,0,Cable para Impresora USB A Macho a USB B 90° Macho 1 mt,0,0,False,{},,,,,,
20462,2515871,TONER HP 130A CYAN,Hp,CF351A,65.02,10,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 130A Cyan,0,0,False,{},,259565,,70431,,78341
30710,2692206,Cable 15cm Mini Jack Hembra a RCA Macho,Startech.Com,MUFMRCA,4.76,4,Cables,Cables y Adaptadores de Video,ok,False,0,0,0,Adaptador Audio Estéreo 3.5mm hembra a 2x RCA macho,0,0,False,{},,,,,,
33822,2888310,508A YELLOW LJ TONER CART-CF362A.,Hp,CF362A,235.29,17,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 508A Amarillo ,0,0,False,{},,259774,,261776,,284189
33824,2888313,TONER HP 508A MAGENTA 5000 PAG,Hp,CF363A,235.29,12,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 508A Magenta ,0,0,False,{},,259558,,261776,,280566
48724,3098284,Adaptador Red Gigabit USB-C,Startech.Com,US1GC301AU,46.76,4,Dispositivos de Entrada/Salida,Conmutadores para dispositivos USB,ok,False,0,0,0,USB 3.1 USB-C to Gigabit Network Adapter with E,0,0,False,{},,,,,,
23420,3338020,CARTUCHO DE TINTA HP 954 AMARILLO 700 PG,Hp,L0S56AL,25.82,150,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP 954 Amarillo ,0,0,False,{},,259513,,26900,,31173
33824,3523505,CAJA DAÃ#ADA HP 508A MAGENTA 5000 PÃG,Hp,CF363A,181.05,1,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 508A Magenta ,0,0,False,{},,259558,,261776,,280566
55948,3570190,CARTUCHO TINTA HP 62XL TRICOLOR 415 PÃG,Hp,C2P07AL,53.35,112,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de tinta HP 62XL Tricolor,0,0,False,{},,260118,,58094,,64245
55864,3585270,POWER SUPPLY-100-240 VAC 5 V 2.5 A WIT,Motorola,PWR-WUA5V12W0US,13.73,1,Componentes de Sistema,Fuentes de Poder para Computadores Espec,ok,False,0,0,0,Fuente de alimentación 100-240 VAC,0,0,False,{},,,,,,
55519,3944481,ProBook 440 G3 i5 6200U 8GB 500GB 14FHD,Hp,1BZ46LT#ABM,777.98,1,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook ProBook 440 G3 Intel Core i5-6200U 14"" LED HD 8GB 500GB Windows 10 Pro 1BZ46LT#ABM",0,0,False,{},,,,,,
55017,3962863,TONER HP 202A NEGRO,Hp,CF500A,73.49,81,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 202A Negro ,0,0,False,{},,259855,,79202,,84768
36088,4181186,MOCHILA KILIMANJARO K62597CL,Kensington,K62597CL,20.63,4,Computadores Servidores y Notebooks,Bahías de Expansión y Opciones p/Noteboo,ok,False,0,0,0,"Mochila para Notebook Kilimanjaro Waterproof 15,6""  - Negro",0,0,False,{},,,,,,
55864,4255929,POWER SUPPLY-100-240 VAC,Zebra,PWR-WUA5V12W0US,13.73,20,Componentes de Sistema,Fuentes de Poder para Computadores Espec,ok,False,0,0,0,Fuente de alimentación 100-240 VAC,0,0,False,{},,,,,,
31615,4373234,TONER TN217C CIAN,Brother,TN217C,76.47,41,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original Brother TN-217 Cyan ,0,0,False,{},,259532,,82174,,90954
46625,4495577,TONER HP 414A AMARILLO 2100 PAG,Hp,W2022A,120.73,9,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Toner Original HP 414A Amarillo ,0,0,False,{},,260012,,118854,134990,132303
35016,4512444,BOTELLA TINTA HP GT53 NEGRA,Hp,1VV22AL,8.08,3964,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Botella de Tinta Original HP GT53 Negro,0,0,False,{},,260082,,8798,9990,10549
34600,4619482,WIRED MOUSE HP 1000,Hp,4QM14AA#ABL,7.63,450,Dispositivos de Entrada,Mouse,ok,False,0,0,0,Mouse Wired 1000 USB Negro,0,0,False,{},,,,,,
36125,4695019,MULTIFUNCIONAL COLOR PIXMA G 6010,Canon,3113C005,188.74,49,Impresoras,Multifuncionales Inkjet,ok,False,0,0,0,Multifuncional Tinta Continua Pixma G6010 Ethernet / WiFi / Dúplex,0,0,False,{},,67240,,199990,,215123
40529,4888130,CARTUCHO TINTA HP 667 TRICOLOR,Hp,3YM78AL,10.45,6019,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP  667 Tricolor,0,0,False,{},,259480,,11379,14990,14007
43048,5176831,240 G7 Core i5-1035G1 8GB 1TB 14IN W10P,Hp,1A4W8LT#ABM,532.0,1,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook 240 G7 Core i5-1035G1 8GB 1TB 14"" HD W10P 1/1/0",0,0,False,{},,,,,,
49917,5473468,HYPERX CLOUD ALPHA INALAMBRICO,Hp,4P5D4AA,111.51,220,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,ok,False,0,0,0,Audífonos Gamer HyperX Cloud Alpha Red - Wireless,0,0,False,{},,211320,,114990,149990,131828
46284,5497072,RYZEN 5 5500 SKT AM4 35M,Amd,100-100000457BOX,95.34,559,Componentes de Sistema,Procesadores AMD,ok,False,0,0,0,CPU AMD Ryzen 5 5500 (AM4),0,0,False,{},,137994,,96900,96900,107004
46937,5609733,RYZEN 5 7600X WITHOUT COOLER,Amd,100-100000593WOF,221.8,17,Componentes de Sistema,Procesadores AMD,ok,False,0,0,0,CPU Ryzen 5 7600X (AM5)	,0,0,False,{},,151869,,198490,219900,241222
47954,5628339,STINGER 2 CORE FOR PS WHITE,Hp,6H9B5AA,29.49,222,Comunicaciones,Cintillos telefónicos,ok,False,0,0,0,"Audífono Gamer HyperX Cloud Stinger Core 2, Sonido Estéreo, Conexión 3.5mm, PS5, Blanco",0,0,False,{},,193775,,33500,,39189
52098,5644201,HP LASERJET PRO 3003DW PRINTER,Hp,3G654A,153.91,8,Impresoras,Impresoras Láser/LED color,ok,False,0,0,0,Impresora Láser Blanco y Negro 3003dw WiFi,0,0,False,{},,216812,,167367,175990,181103
48501,5733372,HYPERX PULSEFIRE HASTE 2 GAMING MOUSE BK,Hp,6N0A7AA,35.66,195,Dispositivos de Entrada,Mouse,ok,False,0,0,0,Mouse Gamer Alámbrico HyperX Pulsefire Haste 2 - Negro,0,0,False,{},,210930,,38703,,47063
49020,5701062,MONITOR LS32BG650EL SMART CURVO 2560X144,Samsung,LS32BG650ELXZS,350.93,14,Computadores Servidores y Notebooks,Tablets y Tablet PCs,ok,False,0,0,0,"Monitor Gamer Samsung Curvo 32"", QHD, 240Hz, VA, 1ms,  HDR600, FreeSync Premium Pro, Odyssey G6 LS32BG650ELXZS",0,0,False,{},,177968,,339995,,393016
49064,5864305,IDEAPAD 3 G8 R3-7320U 8GB512SSD 15.6IN,Lenovo,82XQ009ACL,424.67,573,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Ideapad Slim 3 AMD Ryzen 3 7320U 15.6"" FHD 8GB 512GB SSD Windows 11 Home Frost Blue",0,0,False,{},,217803,,399990,,459919
52692,5893055,CLOUD III AUDIFONOS INALAMBRICOS,Hp,77Z46AA,88.58,49,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,ok,False,0,0,0,"Audífono Gamer HyperX Cloud III, Sonido 7.1, Inalámbrico, Negro-Rojo",0,0,False,{},,237402,,99500,,102059
50649,5893922,I3G7-1215U 8GB 512SSD 24IN,Lenovo,F0GH00YCCL,556.92,1,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,False,0,0,0,"All in One IdeaCentre AIO 3 24IAP7 Intel i3-1215U 23,8"" 60Hz 8GB 512GB SSD Windows 11 Home Negro",0,0,False,{},,225457,,607792,,634572
50505,5906597,CORE I5-14600K 3 50GHZ SKTLGA1700 24.00M,Intel,BX8071514600K,250.59,5,Componentes de Sistema,Procesadores Intel,ok,False,0,0,0,CPU Intel Core i5-14600K (s1700),0,0,False,{},,222319,,280500,280500,322205
55525,5915049,Cabezal Kit de reemplazo HP DesignJet,Hp,498N0A,373.14,2,Productos POS/AIDC/Código de Barras,Suministros para Impresoras POS,ok,False,0,0,0,Kit de Reemplazo de Cabezal de Impresión DesignJet HP 739,0,0,False,{},,,,,,
50506,5906598,CORE I5-14600KF 3.50GHZ SKTLGA1700 CACHE,Intel,BX8071514600KF,237.95,27,Componentes de Sistema,Procesadores Intel,ok,False,0,0,0,CPU Intel Core i5-14600KF (s1700),0,0,False,{},,222073,,266896,,274737
55523,5915052,Tinta HP DesignJet Plotter 130-ml Magent,Hp,498N6A,83.11,40,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP  738 Magenta/ 130ml,0,0,False,{},,259864,,92406,,105585
55521,5915050,Tinta HP DesignJet Plotter 130-ml Negro,Hp,498N4A,83.1,3,Suministros y Medios,Suministros Láser,ok,False,0,0,0,Cartucho de Tinta Original HP  738 Negro / 130ml,0,0,False,{},,259865,,92395,,106241
55524,5915053,Tinta HP DesignJet Plotter 130-ml Amaril,Hp,498N7A,83.1,35,Suministros y Medios,Suministros Inyección de Tinta,ok,False,0,0,0,Cartucho de Tinta Original HP  738 Amarillo/ 130ml,0,0,False,{},,259862,,92395,123990,106667
51064,5939021,IMPRESORA LASER MONO HLL5210DN,Brother,HLL5210DN,240.91,27,Impresoras,Impresoras Láser/LED monocromáticas,ok,False,0,0,0,Impresora Láser Blanco y Negro HLL-5210DN Ethernet,0,0,False,{},,228424,,245990,275990,268556
51824,6149898,AIO G7 PENT8505 8GB 256SSD 24IN W11H,Lenovo,F0GH01AWCL,421.06,1,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,False,0,0,0,"All in One Lenovo Intel Pentium 8505 23,8"" 8GB 256GB SSD Windows 11 Blanco 24IAP7",0,0,False,{},,244038,,469900,,485820
52212,6209665,LED MONITOR VA240-H 24IN FULL HD 250NITS,Viewsonic,VA240-H,60.98,2,Pantallas,Monitores LCD/LED,ok,False,0,0,0,"Monitor Viewsonic 24"" FHD, 100Hz, IPS, 1ms, VA240-H",0,0,False,{},,,,,,
53448,6213555,16-R1015LA I7 16GB1TBSSD8V RTX4060,Hp,A14LXLA#ABM,1175.4,198,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Gamer Victus 16-r1015la Intel Core i7-14650H NVIDIA GeForce RTX 4060 16.1"" FHD 144Hz 16GB RAM 1TB SSD Windows 11 Home Gris A14LXLA#ABM",0,0,False,{},,,,,,
52373,6217522,FLEX 5 R7 8845HS 16GB 512SSD 14IN W11H,Lenovo,83DR0038CL,775.53,13,Computadores Servidores y Notebooks,Detachables,ok,False,0,0,0,"Notebook AI PC Ideapad Slim 5 AMD Ryzen 7-8845HS 14"" FHD 60Hz Touch 16GB 512GB SSD Windows 11 Home Luna Grey + Digital Pen ",0,0,False,{},,248126,,864990,,884892
52448,6217562,AIO R7 7730U 16G 512SSD 24IN W11H,Lenovo,F0G1011FCL,683.04,26,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,False,0,0,0,"All in One IdeaCentre AIO 3 AMD Ryzen 7 7730U 23.8"" 60Hz FHD 16GB 512GB SSD Windows 11 Home Blanco",0,0,False,{},,253209,,745400,,772043
52209,6221523,MONITOR GAMER 27GS60F-B 27 IPS FULL HD 1,Lg,27GS60F-B,111.05,65,Pantallas,Monitores LCD/LED,ok,False,0,0,0,"Monitor Gamer 27"" UltraGear - Full HD, Panel IPS, 180Hz(1ms), FreeSync Premium, HDR10 (27GS60F-B)",0,0,False,{},,,,,,
52961,6290604,GOPRO-HERO 13 BLACK,Gopro,CHDHX-131-RW,350.31,165,Cámaras y Escáners,Cámaras de Video Digital,ok,False,0,0,0,Cámara Hero 13 Black,0,0,False,{},,,,,,
53806,6375535,IDEAPAD 3 GEN 8 R5-7520U 8G 512G 15 W11,Lenovo,82XQ00LWCL,442.0,2184,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Ideapad Slim 3 Gen 8 AMD Ryzen 5 7520U 15.6"" FHD 60Hz 8GB 512GB SSD Windows 11 Gris 82XQ00LWCL + Bolso",0,0,False,{},,267797,,429990,499990,498051
49917,6401382,CLOUD ALPHA WL ROJO,Hp,4P5D4AA,118.6,1,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,ok,False,0,0,0,Audífonos Gamer HyperX Cloud Alpha Red - Wireless,0,0,False,{},,211320,,114990,149990,131828
41421,6406925,HP DUAL MODE SILVER MOUSE 300 LTNA,Hp,6CR72AA#ABM,21.57,13,Dispositivos de Entrada,Mouse,ok,False,0,0,0,HP Dual Mode Silver Mouse 300 LTNA,0,0,False,{},,,,,,
56365,6457295,IDEAPAD 3 G10 I5 13420H 8GB 512GB 15.3IN,Lenovo,83K1004WCL,542.34,1370,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Ideapad Slim 3 Intel Core i5-13420H 8GB RAM 512GB SSD 15.3"" Touch Windows 11 Home 83K1004WCL",0,0,False,{},,279190,,569990,,605116
53815,6457294,IDEAPAD 3 G10 I5 13420H 8GB 512GB 14IN,Lenovo,83K0002KCL,475.92,878,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Ideapad Slim 3 Gen 10 Intel Core i5 13420H 14"" WUXGA 60Hz 8GB 512GB SSD Windows 11 Gris 83K0002KCL",0,0,False,{},,269702,,539990,549990,576197
54846,6515131,SSD LEGEND 860 2000GB M.2 2280,Adata Technology,SLEG-860-2000GCS,502.49,100,Dispositivos de Almacenamiento,Discos de Estado Sólido PCIe (SSD),ok,False,0,0,0,Unidad SSD LEGEND 860 2000GB M.2 2280,0,0,False,{},,265617,,259990,259990,408805
55029,6637569,15-FB3015LA AMD RYZEN 5 16G 1T 15.6 3050,Hp,BF9W5LA#AKH,939.91,39,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Gamer Victus 15-fb3015la AMD Ryzen 5-8645HS NVIDIA GeForce RTX 3050 15.6"" FHD 144Hz 16GB RAM 1TB SSD Windows 11 Home Mica Silver BF9W5LA#AKH",0,0,False,{},,,,,,
44746,6644607,HP WIRED MOUSE 100 LTNA,Hp,6VY96AA#ABM,3.86,1730,Equipamiento de Oficina,"Mousepads, Apoyamuñecas y Descanso",ok,False,0,0,0,Mouse Wired 100 Cable USB Negro ,0,0,False,{},,,,,,
55881,6670437,ZBOOK X U9 285H NPU 32GB 1TB RTX 16IN,Hp,C2NN2LT#ABM,2459.0,19,Computadores Servidores y Notebooks,nan,ok,False,0,0,0,"Notebook ZBook X G1i Intel Ultra 9 285H 32GB RAM 1TB SSD 16"" NVIDIA RTX 1000 Ada 8GB Windows 11 Pro",0,0,False,{},,,,,,
56042,6702056,HP S3 PRO 324PF FHD MONITOR,Hp,9U5J5UT#AKH,103.14,103,Pantallas,Monitores LCD/LED,ok,False,0,0,0,HP S3 PRO 324PF FHD MONITOR,0,0,False,{},,,,,,
55286,6698108,HP 65W SMART AC CHARGER,Hp,6H459AA#ABL,14.02,426,Computadores Servidores y Notebooks,Accesorios de Energía para Notebooks,ok,False,0,0,0,Cargador de Notebook 65W 6H459AA#ABL AC Adapter,0,0,False,{},,,,,,
55596,6708604,CAMARA MAX2+ACCESSORIOS BUNDLE,Gopro,CHDFZ-311-RW,495.4,135,Cámaras y Escáners,Cámaras Fotográficas Digitales,ok,False,0,0,0,Cámara GOPRO MAX 2 Accesory Bundle,0,0,False,{},,,,,,
56366,6708599,240 G10 I3 100U 8GB 256GB 14IN W11H,Hp,C7GR2AT#ABM,482.08,305,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook 240 G10 Intel Core i3-100U 8GB RAM 256GB SSD 14"" Windows 11 Home C7GR2AT#ABM",0,0,False,{},,,,,,
56367,6738299,240 G9 I3 100U 8GB 256 SSD FREEDOS,Hp,D14FJAT#AKH,431.27,305,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,Notebook 240 G9 Intel Core 100U 8GB RAM 256GB SSD FREEDOS D14FJAT#AKH,0,0,False,{},,,,,,
54319,6738880,LOQ E R7 16GB 512GB 15.6IN FHD RTX5060,Lenovo,83JG0019CL,1139.8,394,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,"Notebook Gamer AI PC LOQ Gen 10 AMD Ryzen 7-250 NVIDIA GeForce RTX 5060 15.6"" FHD 144Hz 16GB RAM 512GB Windows 11 Home Luna Grey 83JG0019CL",0,0,False,{},,279354,,1249900,,1310835
56343,6749915,HP ProStudio 4 AiO G1i-CU5-24GB-512GB-W1,Hp,CL7U5LT#ABM,871.33,116,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,False,0,0,0,All in One HP Pro Studio 4 G1 23.8” Ultra 5 225T 24GB 512GB SSD Windows 11 Pro,0,0,False,{},,,,,,
56344,6749911,HP ProStudio 4 AiO G1i-CU7-24GB-1TB-W11P,Hp,CL7U6LT#ABM,1012.4,89,Computadores Servidores y Notebooks,Computadores con Monitor integrado,ok,False,0,0,0,"All In One HP Pro Studio 4 G1 23.8"" Intel Ultra 7 265T 24GB RAM 1TB SSD Windows 11 Pro",0,0,False,{},,,,,,
54630,6764211,SSD Wd Green de 1 TB SATA3 2.5,Sandisk,WDS100T5G0A,237.02,490,Dispositivos de Almacenamiento,Discos de Estado Sólido SATA (SSD),ok,False,0,0,0,"Unidad SSD 1TB 2.5"" SATA3 Western Digital Green ",0,0,False,{},,355828,,114990,,204530
55186,6764232,SSD Wd Green SN3000 1 TB NVMe,Sandisk,WDS100T4G0E,234.16,150,Dispositivos de Almacenamiento,Discos de Estado Sólido PCIe (SSD),ok,False,0,0,0,Unidad SSD 1TB SN3000 NVMe SSD Green NVMe Performance,0,0,False,{},,361011,,124990,124990,203894
55286,6773564,ADAPTADOR DE CA INTELIGENTE 65W,Hp,6H459AA#ABL,15.2,100,Computadores Servidores y Notebooks,Accesorios de Energía para Notebooks,ok,False,0,0,0,Cargador de Notebook 65W 6H459AA#ABL AC Adapter,0,0,False,{},,,,,,
56007,6761118,B1 403CVAS65610X 5 16G+HEADSET TRUST,Asus,90NX0811-M06NM0-20865,733.44,131,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,B1 403CVAS65610X 5 16G+HEADSET TRUST,0,0,False,{},,,,,,
54784,6776776,Odyssey G9 G91F 49IN QHD 144Hz Curvo,Samsung,LS49FG910ELXZS,745.16,8,Pantallas,Monitores LCD/LED,ok,False,0,0,0,Monitor Gamer Samsung Curvo 49” Odyssey G9 G91F QHD 144Hz,0,0,False,{},,276536,,842000,,893054
56269,6791899,MAG A1000GLS PCIE5,Msi,306-7ZPIX23-CE0,103.13,184,Componentes de Sistema,Fuentes de Poder Genéricas,ok,False,0,0,0,MAG A1000GLS PCIE5,0,0,False,{},,,,,,
56369,6805745,NB TP L14 AMD G4 R7_PRO 16G 512G 11P,Lenovo,21H6S58W00,961.9,77,Computadores Servidores y Notebooks,Notebooks,ok,False,0,0,0,Notebook ThinkPad L14 Gen 4 AMD Ryzen 7 PRO 7730U 16GB RAM 512GB SSD Windows 11 Pro,0,0,False,{},,388675,,1086740,,1098365
